number,time,thscode,open,high,low,close,volume,amount,turnoverRatio,totalCapital,pe,pb
2589,2021-11-04,600030.SH,107.3258,107.9966,106.0681,106.655,63036712.0,1605802620.0,0.6423,306347662199.21,13.9779,1.703
2590,2021-11-03,600030.SH,106.9066,107.5773,105.8585,106.4454,57029540.0,1449182234.0,0.5811,306161184250.39,13.9505,1.6996
2591,2021-11-02,600030.SH,108.5835,109.3801,105.8585,107.0323,89883688.0,2300876823.0,0.9158,307821988588.05,14.0274,1.709
2592,2021-11-01,600030.SH,108.1643,109.422,107.8708,108.9189,97959391.0,2540040719.0,0.9981,314171640644.87,14.2746,1.7391
2593,2021-10-29,600030.SH,104.8104,109.5897,104.0138,108.4997,164183024.0,4208839254.0,1.6728,312684192452.22,14.2197,1.7324
2594,2021-10-28,600030.SH,103.1753,105.0619,103.0495,103.7622,64838831.0,1610473942.0,0.6606,299668697389.04,13.5988,1.6568
2595,2021-10-27,600030.SH,105.1877,105.9004,102.9657,103.4269,80214794.0,1994918674.0,0.8173,298839377878.28,13.5549,1.6514
2596,2021-10-26,600030.SH,107.5354,107.787,105.8585,105.9004,60900289.0,1550328524.0,0.6205,305825011488.05,13.879,1.6909
2597,2021-10-25,600030.SH,106.7389,107.8708,105.565,107.5354,80874465.0,2058553023.0,0.824,310155595847.67,14.0933,1.717
2598,2021-10-22,600030.SH,105.6488,107.2,105.3134,106.7389,69222132.0,1754717788.0,0.7053,308036753758.97,13.9889,1.7043
2599,2021-10-21,600030.SH,104.8104,106.4454,104.3073,105.4811,63257028.0,1591270026.0,0.6445,304952796072.52,13.8241,1.6842
2600,2021-10-20,600030.SH,105.565,105.7746,104.7265,104.8104,50328726.0,1261270363.0,0.5128,302890464722.5,13.7362,1.6735
2601,2021-10-19,600030.SH,104.3911,105.7327,104.2234,105.02,51162748.0,1281873537.0,0.5213,302985990918.21,13.7637,1.6769
2602,2021-10-18,600030.SH,104.6427,105.6908,103.9719,104.7265,48679776.0,1214138617.0,0.496,301402777331.42,13.7252,1.6722
2603,2021-10-15,600030.SH,103.5526,105.3134,103.1334,104.6427,62077888.0,1547360032.0,0.6325,301461487095.76,13.7142,1.6709
2604,2021-10-14,600030.SH,103.9719,104.1815,102.3368,103.8042,49316357.0,1215383760.0,0.5025,298483331334.86,13.6043,1.6575
2605,2021-10-13,600030.SH,104.1396,105.0619,103.4688,103.5946,60036326.0,1491566055.0,0.6117,298046380418.01,13.5768,1.6541
2606,2021-10-12,600030.SH,106.8646,107.5354,102.9238,104.2234,112569024.0,2814644340.0,1.1469,299554064277.86,13.6593,1.6642
2607,2021-10-11,600030.SH,108.3739,109.5897,107.5354,107.5773,58934508.0,1525344367.0,0.6005,310605886360.21,14.0988,1.7177
2608,2021-10-08,600030.SH,106.4873,108.3739,106.4873,107.9547,75130570.0,1928003141.0,0.7655,311933503482.14,14.1483,1.7237
2609,2021-09-30,600030.SH,107.5354,108.0385,105.1038,105.9842,83429037.0,2112289889.0,0.85,306848769844.56,13.89,1.6923
2610,2021-09-29,600030.SH,107.3677,108.1643,105.4811,107.3677,94426335.0,2408742004.0,0.9621,310106473266.81,13.5701,1.7665
2611,2021-09-28,600030.SH,107.3258,109.2543,106.9485,108.4158,71104682.0,1836158848.0,0.7245,312739322508.08,13.7025,1.7838
2612,2021-09-27,600030.SH,109.0866,110.0509,106.4035,107.5354,95222937.0,2458101849.0,0.9702,310583784755.61,13.5913,1.7693
2613,2021-09-24,600030.SH,110.0928,110.8894,109.0447,109.1705,81694657.0,2140439502.0,0.8324,314676292072.57,13.7979,1.7962
2614,2021-09-23,600030.SH,108.2481,110.2186,107.9966,109.8412,104000718.0,2711282463.0,1.0596,316691666633.03,13.8827,1.8072
2615,2021-09-22,600030.SH,106.9485,108.877,106.0681,107.7031,89572723.0,2290076453.0,0.9126,310508104190.39,13.6124,1.772
2616,2021-09-17,600030.SH,106.9066,109.422,106.9066,108.7931,107762295.0,2781670928.0,1.098,314387971951.23,13.7502,1.79
2617,2021-09-16,600030.SH,110.1766,110.3863,106.11,106.8227,134773468.0,3487369505.0,1.3732,308842107976.83,13.5012,1.7575
2618,2021-09-15,600030.SH,110.7636,111.6859,109.0447,110.0089,108905216.0,2857648545.0,1.1096,317040674097.41,13.9039,1.81
2619,2021-09-14,600030.SH,114.2433,114.9141,110.3443,111.0151,160229628.0,4290873196.0,1.6326,320883518570.96,14.031,1.8265
2620,2021-09-13,600030.SH,114.2433,115.6687,113.4467,113.9917,121574166.0,3316633770.0,1.2387,329582123836.92,14.4073,1.8755
2621,2021-09-10,600030.SH,112.3986,117.3037,112.3986,114.3271,215249192.0,5887666065.0,2.1931,330667564745.73,14.4496,1.881
2622,2021-09-09,600030.SH,111.5601,112.6502,110.512,112.0632,119915271.0,3193017867.0,1.2218,323818002451.42,14.1635,1.8438
2623,2021-09-08,600030.SH,113.1952,115.8364,112.6082,112.7759,156658662.0,4251631335.0,1.5962,326056359225.46,14.2536,1.8555
2624,2021-09-07,600030.SH,112.4405,114.7883,110.2605,113.824,209608191.0,5642029407.0,2.1357,329015820412.49,14.3861,1.8727
2625,2021-09-06,600030.SH,111.6021,114.8302,111.6021,112.4405,180082562.0,4861495805.0,1.8348,324938650361.43,14.2112,1.85
2626,2021-09-03,600030.SH,117.8068,118.3518,111.0151,111.4763,282581190.0,7711825432.0,2.8792,321674408171.15,14.0893,1.8341
2627,2021-09-02,600030.SH,112.3567,114.0337,111.3086,113.5725,260435655.0,7004440992.0,2.6535,326977304910.05,14.3543,1.8686
2628,2021-09-01,600030.SH,107.745,115.7106,107.1581,112.734,437522304.0,11646798443.0,4.4578,324234478528.61,14.2483,1.8548
2629,2021-08-31,600030.SH,101.666,109.5478,101.4145,107.6612,306285509.0,7787736124.0,3.1207,310736507450.4,13.6072,1.7713
2630,2021-08-30,600030.SH,105.4392,105.9842,101.7918,102.0434,138613143.0,3418390264.0,1.4123,296113130845.29,12.8971,1.6789
2631,2021-08-27,600030.SH,103.343,105.565,103.1334,103.6784,103832997.0,2578768899.0,1.0579,300374984437.53,13.1038,1.7058
2632,2021-08-26,600030.SH,104.0138,104.8104,102.9657,103.0495,104462404.0,2584003710.0,1.0644,299215632277.07,13.0243,1.6955
2633,2021-08-25,600030.SH,105.0619,106.7808,104.3073,104.475,135368551.0,3396550359.0,1.3792,303037623249.66,13.2044,1.7189
2634,2021-08-24,600030.SH,102.9657,106.2777,102.2949,105.3973,220882177.0,5515599058.0,2.2505,305332147652.72,13.321,1.7341
2635,2021-08-23,600030.SH,102.253,103.6784,101.666,102.4207,116459641.0,2848711691.0,1.1866,297194924610.37,12.9448,1.6851
2636,2021-08-20,600030.SH,102.0434,102.6722,100.1987,101.6241,136330033.0,3302682015.0,1.389,294460109288.04,12.8441,1.672
2637,2021-08-19,600030.SH,103.3978,104.4701,101.0469,101.6243,198178309.0,4914386696.0,2.0192,298454016053.37,13.0561,1.6996
2638,2021-08-18,600030.SH,98.8197,104.7588,98.5723,104.1401,316218764.0,7855653035.0,3.2219,305494291714.2,13.3793,1.7417
2639,2021-08-17,600030.SH,98.4898,101.6243,98.2423,98.6135,183934860.0,4468568717.0,1.8741,289704423629.66,12.6693,1.6492
2640,2021-08-16,600030.SH,99.4796,101.0469,98.6135,99.0259,121335413.0,2939197476.0,1.2363,290980560573.46,12.7223,1.6561
2641,2021-08-13,600030.SH,97.6649,99.6033,97.3762,99.3971,110272444.0,2641504162.0,1.1235,291988183835.93,12.77,1.6624
2642,2021-08-12,600030.SH,97.9948,99.1909,97.4587,97.9124,72611386.0,1727545062.0,0.7398,287994100285.35,12.5792,1.6375
2643,2021-08-11,600030.SH,97.8711,99.3146,97.3349,97.7474,101874079.0,2428059535.0,1.038,287408368649.29,12.558,1.6348
2644,2021-08-10,600030.SH,96.5926,98.3248,95.8914,98.0361,108177014.0,2549716976.0,1.1022,288157965825.26,12.5951,1.6396
2645,2021-08-09,600030.SH,94.8603,98.1598,94.6954,97.005,112829321.0,2655103100.0,1.1496,285006832574.15,12.4626,1.6223
2646,2021-08-06,600030.SH,94.8603,95.8089,94.4479,95.1903,60133417.0,1386423868.0,0.6127,279543706079.91,12.2295,1.592
2647,2021-08-05,600030.SH,95.4377,96.4688,94.0767,94.3242,77863492.0,1794024580.0,0.7933,277491662730.21,12.1182,1.5775
2648,2021-08-04,600030.SH,96.1801,96.5101,95.3553,95.9327,69389557.0,1612431665.0,0.707,281852250842.99,12.3249,1.6044
2649,2021-08-03,600030.SH,95.314,98.1598,94.8603,96.2214,112313014.0,2620644794.0,1.1443,282584489895.87,12.3619,1.6092
2650,2021-08-02,600030.SH,93.1281,97.7474,91.0247,95.9739,147751759.0,3392800772.0,1.5054,281600240462.68,12.3302,1.6051
2651,2021-07-30,600030.SH,94.5716,94.7366,92.6744,93.1693,89686085.0,2032185292.0,0.9138,273310253279.46,11.9698,1.5582
2652,2021-07-29,600030.SH,96.0151,96.1801,94.3242,94.9428,85800342.0,1979421197.0,0.8742,278344043496.68,12.1977,1.5879
2653,2021-07-28,600030.SH,94.4479,95.7677,94.2829,94.3242,82213193.0,1889236200.0,0.8377,275878676891.11,12.1182,1.5775
2654,2021-07-27,600030.SH,96.9225,97.5824,94.1592,94.4891,101892586.0,2368717730.0,1.0382,275812604489.46,12.1394,1.5803
2655,2021-07-26,600030.SH,99.8508,100.5519,96.675,96.9225,123681267.0,2949757785.0,1.2602,282860377664.59,12.452,1.621
2656,2021-07-23,600030.SH,99.3559,102.4492,98.366,99.9745,140422333.0,3413292957.0,1.4307,292388209013.63,12.8441,1.672
2657,2021-07-22,600030.SH,98.0361,99.9745,97.7061,99.5209,101471856.0,2441415802.0,1.0339,291169918351.22,12.7858,1.6644
2658,2021-07-21,600030.SH,97.6649,99.1084,97.5412,98.2423,84450681.0,2013428701.0,0.8605,287323526498.71,12.6216,1.643
2659,2021-07-20,600030.SH,97.2112,98.3248,97.005,97.3762,45967742.0,1085840749.0,0.4684,284761240724.62,12.5103,1.6286
2660,2021-07-19,600030.SH,97.6649,98.2835,96.5101,98.1598,65180561.0,1536306775.0,0.6641,286982171032.24,12.611,1.6417
2661,2021-07-16,600030.SH,98.3248,99.3146,97.5824,98.2835,91080316.0,2172917760.0,0.928,288102729156.65,12.6269,1.6437
2662,2021-07-15,600030.SH,96.1389,97.8711,95.7264,97.6237,72788660.0,1711742526.0,0.7416,285722972989.48,12.5421,1.6327
2663,2021-07-14,600030.SH,97.6649,97.6649,96.0151,96.1801,80289208.0,1878814834.0,0.8181,281896133732.3,12.3566,1.6086
2664,2021-07-13,600030.SH,98.1598,98.8197,97.2525,97.8299,61632113.0,1464278743.0,0.628,286358535756.58,12.5686,1.6361
2665,2021-07-12,600030.SH,98.2423,99.3146,97.4174,98.531,104790330.0,2502105932.0,1.0677,288290072417.58,12.6587,1.6479
2666,2021-07-09,600030.SH,96.9225,97.6649,96.3039,96.9638,62946431.0,1478749899.0,0.6414,283505296143.56,12.4573,1.6217
2667,2021-07-08,600030.SH,98.1186,98.4073,96.8813,97.3349,66194556.0,1567128504.0,0.6744,284095420411.66,12.505,1.6279
2668,2021-07-07,600030.SH,97.2525,98.2423,97.0875,97.4999,60338682.0,1428018731.0,0.6148,285959723124.36,12.5262,1.6306
2669,2021-07-06,600030.SH,97.2937,97.8711,96.5101,97.6649,60057390.0,1414267899.0,0.6119,286948694157.38,12.5474,1.6334
2670,2021-07-05,600030.SH,97.5412,98.1186,96.0151,97.0462,67815947.0,1594505061.0,0.691,285780760447.8,12.4679,1.623
2671,2021-07-02,600030.SH,100.9644,100.9644,97.3762,97.5412,122945369.0,2936774813.0,1.2527,287987293524.29,12.5315,1.6313
2672,2021-07-01,600030.SH,104.1401,104.5526,101.0881,101.748,105500229.0,2624412771.0,1.0749,299683256788.39,13.072,1.7017
2673,2021-06-30,600030.SH,102.3254,103.2328,101.583,102.8616,74681831.0,1853722672.0,0.7609,302501529103.02,13.215,1.7203
2674,2021-06-29,600030.SH,103.6865,104.1401,102.1604,102.2842,78454857.0,1957833732.0,0.7994,301758176344.88,15.5177,1.7241
2675,2021-06-28,600030.SH,105.5424,105.5424,103.3565,103.6452,94077611.0,2371759538.0,0.9585,305395416809.7,15.7242,1.747
2676,2021-06-25,600030.SH,103.439,106.656,102.6966,105.2125,165826722.0,4221097987.0,1.6896,309934491617.41,15.962,1.7734
2677,2021-06-24,600030.SH,102.2429,104.0989,102.078,103.1091,86781281.0,2169644850.0,0.8842,304059519320.59,15.6429,1.738
2678,2021-06-23,600030.SH,101.7893,102.9028,101.1294,102.1192,72418519.0,1790898068.0,0.7379,300889470940.5,15.4927,1.7213
2679,2021-06-22,600030.SH,101.4181,102.2429,100.8819,101.7068,60920940.0,1500322603.0,0.6207,299525289389.73,15.4301,1.7143
2680,2021-06-21,600030.SH,101.8717,102.9028,101.0056,101.0469,76188065.0,1879519795.0,0.7763,297903245779.06,15.33,1.7032
2681,2021-06-18,600030.SH,100.9644,102.2842,100.4695,101.6655,75679518.0,1862777564.0,0.7711,299991334531.82,15.4239,1.7136
2682,2021-06-17,600030.SH,101.3768,101.9955,100.5932,101.2118,59939235.0,1472184418.0,0.6107,298900642979.25,15.3551,1.706
2683,2021-06-16,600030.SH,101.1294,102.2429,101.0469,101.6655,64021985.0,1576132967.0,0.6523,299908645361.94,15.4239,1.7136
2684,2021-06-15,600030.SH,102.6966,103.0266,101.0469,101.3768,79246445.0,1950889196.0,0.8074,299087124114.48,15.3801,1.7088
2685,2021-06-11,600030.SH,105.6662,106.2023,102.3254,102.8616,129016416.0,3247154543.0,1.3145,303631931871.68,15.6053,1.7338
2686,2021-06-10,600030.SH,105.5837,107.4809,105.5837,105.8311,81987740.0,2115225804.0,0.8354,311740575574.61,16.0559,1.7838
2687,2021-06-09,600030.SH,107.1097,107.8521,105.4599,106.1198,72410243.0,1869766952.0,0.7378,312951241344.71,16.0997,1.7887
2688,2021-06-08,600030.SH,106.9035,109.0481,106.4085,106.9035,109286352.0,2852858224.0,1.1135,315697662924.02,16.2185,1.8019
2689,2021-06-07,600030.SH,106.2848,109.708,105.4599,107.4809,136612391.0,3569513962.0,1.3919,316577132775.76,16.3061,1.8117
2690,2021-06-04,600030.SH,103.3565,109.0894,103.1091,105.3362,136771857.0,3497660080.0,1.3935,310815520948.74,15.9808,1.7755
2691,2021-06-03,600030.SH,104.4288,105.7899,103.7277,103.8514,78228892.0,1985269578.0,0.7971,306912979010.32,15.7555,1.7505
2692,2021-06-02,600030.SH,106.2848,106.8622,103.6865,103.9339,97646648.0,2484072248.0,0.9949,307101895671.37,15.768,1.7519
2693,2021-06-01,600030.SH,107.1922,107.1922,104.8825,106.2848,104695173.0,2688762186.0,1.0667,313695003713.7,16.1247,1.7915
2694,2021-05-31,600030.SH,107.9758,107.9758,106.5323,107.6871,92405431.0,2401854963.0,0.9415,318125505941.03,16.3374,1.8151
2695,2021-05-28,600030.SH,106.9035,109.2956,106.0786,107.9758,139290043.0,3632519021.0,1.4192,318987208231.47,16.3812,1.82
2696,2021-05-27,600030.SH,106.6972,108.0995,106.1198,106.9035,111909739.0,2898121527.0,1.1402,315940514430.22,16.2185,1.8019
2697,2021-05-26,600030.SH,108.3882,109.5431,106.5323,106.7385,194085708.0,5075432827.0,1.9775,315748219002.69,16.1935,1.7991
2698,2021-05-25,600030.SH,104.0577,109.5018,103.6865,108.182,291182720.0,7609292958.0,2.9668,320619177796.71,16.4125,1.8235
2699,2021-05-24,600030.SH,102.2429,105.0475,102.1604,104.0577,140013126.0,3529483788.0,1.4266,307595955599.52,15.7868,1.754
2700,2021-05-21,600030.SH,103.439,103.7277,101.4593,101.5006,82748062.0,2049817658.0,0.8431,300180358710.45,15.3989,1.7109
2701,2021-05-20,600030.SH,102.1604,104.2226,101.8717,103.3565,110911508.0,2771628425.0,1.1301,305339163736.89,15.6804,1.7421
2702,2021-05-19,600030.SH,101.913,103.439,101.748,102.2017,80658372.0,2003739445.0,0.8218,302515662884.78,15.5052,1.7227
2703,2021-05-18,600030.SH,101.9542,103.9339,101.5006,102.1604,92557501.0,2301327778.0,0.9431,302465692320.09,15.499,1.722
2704,2021-05-17,600030.SH,103.1091,103.3153,101.3768,102.6554,212858427.0,5282182312.0,2.1688,303517990408.84,15.5741,1.7303
2705,2021-05-14,600030.SH,98.2835,105.9136,98.1598,104.9238,332616383.0,8260003590.0,3.389,309978856330.81,15.9182,1.7686
2706,2021-05-13,600030.SH,97.9124,98.7785,97.1287,97.4587,55686038.0,1321510279.0,0.5674,288733607145.15,14.7857,1.6427
2707,2021-05-12,600030.SH,97.9536,98.9434,97.5412,98.7372,57021920.0,1360121546.0,0.581,292354467794.3,14.9796,1.6643
2708,2021-05-11,600030.SH,97.0462,99.3146,95.9739,98.4485,68055603.0,1610726663.0,0.6934,291049006960.09,14.9358,1.6594
2709,2021-05-10,600030.SH,97.0462,98.696,96.675,98.0361,66267619.0,1567994299.0,0.6752,290272547835.13,14.8733,1.6525
2710,2021-05-07,600030.SH,98.6135,99.2322,96.1801,96.675,83755798.0,1982046012.0,0.8534,286510449544.37,14.6668,1.6295
2711,2021-05-06,600030.SH,99.4796,100.5932,98.2835,98.9847,98138630.0,2364329450.0,0.9999,292594618590.33,15.0172,1.6684
2712,2021-04-30,600030.SH,97.3349,99.3146,97.0462,98.366,106939646.0,2550243520.0,1.0896,289533706692.95,14.9233,1.658
2713,2021-04-29,600030.SH,94.8603,98.8197,94.5304,98.1186,159256538.0,3762356956.0,1.6226,288809009819.33,14.8858,1.6538
2714,2021-04-28,600030.SH,93.8705,94.3654,93.1693,94.3654,48516953.0,1102788248.0,0.4943,277746759795.38,14.3164,1.5906
2715,2021-04-27,600030.SH,95.1078,95.2315,93.5818,93.8292,70618507.0,1611466439.0,0.7195,276445491520.31,14.235,1.5815
2716,2021-04-26,600030.SH,96.4688,97.3349,94.9428,95.0665,71499774.0,1667558787.0,0.7285,280513842610.77,14.4227,1.6024
2717,2021-04-23,600030.SH,96.5926,97.1287,96.2214,96.5101,49375978.0,1155874943.0,0.5031,284096681628.93,14.6417,1.6267
2718,2021-04-22,600030.SH,97.8711,97.9948,96.6338,96.84,54543894.0,1286346764.0,0.5557,285072133989.7,14.6918,1.6323
2719,2021-04-21,600030.SH,97.4587,98.0361,97.17,97.3349,40765320.0,963694035.0,0.4154,287272148314.97,14.7669,1.6406
2720,2021-04-20,600030.SH,98.531,99.6033,97.9124,98.0361,62818308.0,1500891625.0,0.64,289472460661.74,14.8733,1.6525
2721,2021-04-19,600030.SH,97.3349,99.2734,96.9638,99.0672,84798817.0,2026806627.0,0.864,292682076762.25,15.0297,1.6698
2722,2021-04-16,600030.SH,96.5513,97.9948,96.4276,97.6237,51971974.0,1226250915.0,0.5295,288973100409.3,14.8107,1.6455
2723,2021-04-15,600030.SH,97.005,97.17,95.8502,96.4276,48101445.0,1123290223.0,0.4901,285281269858.79,14.6292,1.6253
2724,2021-04-14,600030.SH,96.3863,97.9536,96.3039,97.2525,50417531.0,1190093273.0,0.5137,287565078368.85,14.7544,1.6392
2725,2021-04-13,600030.SH,96.0976,96.6338,95.6852,96.3863,46245147.0,1078853329.0,0.4712,284229907287.11,14.623,1.6246
2726,2021-04-12,600030.SH,97.3349,97.6649,95.8914,96.0976,59000998.0,1386702568.0,0.6012,283189122971.46,14.5792,1.6198
2727,2021-04-09,600030.SH,98.6135,98.696,97.3349,97.3349,68648453.0,1628840396.0,0.6994,286327539980.58,14.7669,1.6406
2728,2021-04-08,600030.SH,98.5723,100.0158,98.531,98.9434,60919847.0,1467351775.0,0.6207,290707837450.62,15.0109,1.6677
2729,2021-04-07,600030.SH,99.4796,99.9333,98.696,99.1909,59422033.0,1428625210.0,0.6054,291264672607.29,15.0485,1.6719
2730,2021-04-06,600030.SH,101.0469,101.3768,99.5209,99.6033,72629237.0,1766795732.0,0.74,293064309564.36,15.111,1.6789
2731,2021-04-02,600030.SH,99.7683,100.4282,99.1909,99.5209,61462331.0,1486654621.0,0.6262,292920360257.13,15.0985,1.6775
2732,2021-04-01,600030.SH,98.531,99.6858,97.9948,99.6446,58431613.0,1400948481.0,0.5954,293211268539.24,15.1173,1.6796
2733,2021-03-31,600030.SH,100.0158,100.0158,98.531,98.531,54736785.0,1313456130.0,0.5577,288859616978.01,14.9483,1.6608
2734,2021-03-30,600030.SH,99.6446,100.8407,99.4796,100.057,53652829.0,1302583247.0,0.5467,292420234105.61,21.0439,1.7258
2735,2021-03-29,600030.SH,98.7785,101.2531,98.366,100.057,79638946.0,1933718385.0,0.8114,292323745104.85,21.0439,1.7258
2736,2021-03-26,600030.SH,98.4485,99.3146,98.3248,98.9022,53854248.0,1291467343.0,0.5487,286712037065.95,20.8011,1.7059
2737,2021-03-25,600030.SH,98.5723,99.6033,98.4485,98.5723,47595215.0,1141050223.0,0.4849,285628451171.55,20.7317,1.7002
2738,2021-03-24,600030.SH,98.7372,101.0881,98.5723,99.1497,93133097.0,2256002316.0,0.9489,287131190145.72,20.8531,1.7102
2739,2021-03-23,600030.SH,99.3971,100.222,97.7474,99.2322,76063192.0,1827226025.0,0.775,287226252464.16,20.8705,1.7116
2740,2021-03-22,600030.SH,98.4898,100.5107,98.2423,99.6033,105306921.0,2536783204.0,1.073,287833549399.47,20.9485,1.718
2741,2021-03-19,600030.SH,96.5513,98.9434,95.8089,98.9022,121014211.0,2858344897.0,1.233,285104957563.58,20.8011,1.7059
2742,2021-03-18,600030.SH,97.4999,98.2423,96.9225,97.1287,68655765.0,1623037548.0,0.6995,280575800072.28,20.4281,1.6753
2743,2021-03-17,600030.SH,96.5513,97.9536,96.1801,97.4999,75368773.0,1774038247.0,0.7679,281428045942.27,20.5061,1.6817
2744,2021-03-16,600030.SH,96.4688,96.7575,95.5615,96.5101,60211576.0,1405967220.0,0.6135,278826972540.67,20.2979,1.6646
2745,2021-03-15,600030.SH,97.1287,97.3349,95.479,95.9327,89762651.0,2095722683.0,0.9146,277253858757.85,20.1765,1.6547
2746,2021-03-12,600030.SH,99.2322,99.2322,96.4688,98.0773,115645517.0,2740710972.0,1.1783,282927097670.88,20.6276,1.6917
2747,2021-03-11,600030.SH,97.9948,99.3971,97.9948,99.1084,79347041.0,1899214313.0,0.8085,285789423723.42,20.8444,1.7095
2748,2021-03-10,600030.SH,98.9022,99.1909,97.5412,97.7061,87628625.0,2089672290.0,0.8928,281728549180.15,20.5495,1.6853
2749,2021-03-09,600030.SH,101.0881,102.078,97.7474,97.9536,130534180.0,3147410023.0,1.33,282683512533.42,20.6015,1.6895
2750,2021-03-08,600030.SH,103.769,104.4288,101.2118,101.2118,120373647.0,3001137173.0,1.2265,291469505818.28,21.2868,1.7457
2751,2021-03-05,600030.SH,102.3254,103.8927,101.2118,103.3153,114981679.0,2875252557.0,1.1715,297952397232.47,21.7292,1.782
2752,2021-03-04,600030.SH,103.8514,104.3464,102.2017,102.3254,128801316.0,3213067352.0,1.3123,295419110914.94,21.521,1.765
2753,2021-03-03,600030.SH,103.3153,104.965,103.1503,104.6351,97033697.0,2456529414.0,0.9887,302197025277.57,22.0068,1.8048
2754,2021-03-02,600030.SH,105.6662,105.8724,103.3153,103.769,149000872.0,3772426528.0,1.5181,299046375956.25,21.8246,1.7899
2755,2021-03-01,600030.SH,108.4707,108.4707,103.1503,105.6662,280313799.0,7174752280.0,2.8561,304196139442.46,22.2236,1.8226
2756,2021-02-26,600030.SH,112.1414,113.6262,111.8939,112.3889,109779777.0,2998556041.0,1.1185,321958977894.53,23.6376,1.9385
2757,2021-02-25,600030.SH,113.7499,116.5957,112.6363,114.3686,137927539.0,3838408238.0,1.4053,327887212243.07,24.0539,1.9727
2758,2021-02-24,600030.SH,114.0386,114.9872,112.1002,113.09,95863434.0,2643981239.0,0.9767,324372881184.85,23.785,1.9506
2759,2021-02-23,600030.SH,114.6573,115.6884,113.4612,113.8324,98655537.0,2740894350.0,1.0052,327109931543.41,23.9412,1.9634
2760,2021-02-22,600030.SH,118.5754,118.5754,114.3686,114.5335,167624304.0,4751289722.0,1.7079,328908568337.35,24.0886,1.9755
2761,2021-02-19,600030.SH,114.8222,118.2455,113.9149,118.0392,139274422.0,3911897777.0,1.419,338905639082.88,24.8259,2.036
2762,2021-02-18,600030.SH,116.307,116.9257,114.7398,115.2347,131078310.0,3677901070.0,1.3355,331428745134.57,24.2361,1.9876
2763,2021-02-10,600030.SH,115.1109,115.8533,113.6262,114.946,115793272.0,3223799526.0,1.1798,330079729054.04,24.1754,1.9826
2764,2021-02-09,600030.SH,112.7188,115.6884,111.6052,115.4409,139532636.0,3854607120.0,1.4217,331468053138.61,24.2795,1.9912
2765,2021-02-08,600030.SH,111.4403,113.3375,111.234,112.6776,92630256.0,2523128967.0,0.9438,324140153167.47,23.6983,1.9435
2766,2021-02-05,600030.SH,111.7702,113.2137,111.0278,111.4403,92497185.0,2513992576.0,0.9424,320809418416.21,23.4381,1.9222
2767,2021-02-04,600030.SH,114.4923,115.3172,109.5843,111.729,179866566.0,4893990086.0,1.8326,321468864443.41,23.4988,1.9271
2768,2021-02-03,600030.SH,116.1008,117.0494,114.946,115.3584,95817587.0,2690715494.0,0.9763,331669874234.77,24.2621,1.9898
2769,2021-02-02,600030.SH,117.3381,117.5031,114.9872,116.142,143519640.0,4034528314.0,1.4623,333798372787.6,24.4269,2.0033
2770,2021-02-01,600030.SH,117.5031,117.6681,116.2245,116.7194,88647664.0,2513717502.0,0.9032,334089608728.96,24.5484,2.0132
2771,2021-01-29,600030.SH,118.2455,118.6991,115.4821,116.9257,122964454.0,3483745647.0,1.2529,334323746103.61,24.5917,2.0168
2772,2021-01-28,600030.SH,117.5443,119.1116,116.4307,117.5443,130052690.0,3710540069.0,1.3251,336297840096.89,24.7219,2.0275
2773,2021-01-27,600030.SH,118.6579,119.4828,117.833,118.4104,100688886.0,2896690373.0,1.0259,339621690168.29,24.904,2.0424
2774,2021-01-26,600030.SH,122.576,123.5659,118.3692,118.6991,189734986.0,5533012476.0,1.9332,340770403879.41,24.9647,2.0474
2775,2021-01-25,600030.SH,124.3908,124.8444,122.1224,123.6071,190174497.0,5692128786.0,1.9377,355290049086.96,25.997,2.132
2776,2021-01-22,600030.SH,127.0304,128.2264,124.0608,125.0919,198893424.0,6066479145.0,2.0265,358899704025.39,26.3093,2.1576
2777,2021-01-21,600030.SH,128.7626,131.1135,126.4529,128.5564,239859806.0,7486003626.0,2.4439,369942436048.87,27.0379,2.2174
2778,2021-01-20,600030.SH,126.123,130.7423,125.6281,128.2677,216623713.0,6739778462.0,2.2071,369945566448.4,26.9772,2.2124
2779,2021-01-19,600030.SH,125.0919,129.6287,123.8958,125.5868,214391455.0,6580405965.0,2.1844,362664074196.34,26.4134,2.1662
2780,2021-01-18,600030.SH,123.8134,127.8552,123.1535,125.1744,169553350.0,5167176626.0,1.7276,360221597054.07,26.3266,2.1591
2781,2021-01-15,600030.SH,123.7721,127.4428,123.7309,124.4732,167939781.0,5107971640.0,1.7111,357266606427.63,26.1791,2.147
2782,2021-01-14,600030.SH,127.1128,128.4739,124.5557,124.5557,210335841.0,6434610778.0,2.1431,357350041072.83,26.1965,2.1484
2783,2021-01-13,600030.SH,131.5259,131.8559,127.0304,127.649,355977649.0,11164422407.0,3.627,366356814779.14,26.8471,2.2017
2784,2021-01-12,600030.SH,119.6065,132.8457,118.7816,132.1033,516156790.0,15965170575.0,5.259,378434295883.4,27.7839,2.2786
2785,2021-01-11,600030.SH,124.9269,125.5043,120.6376,120.7613,172541863.0,5148428767.0,1.758,346225846049.46,25.3985,2.0829
2786,2021-01-08,600030.SH,122.906,125.9168,122.1224,123.9783,220741504.0,6643557631.0,2.2491,354736301113.03,26.0751,2.1384
