number,time,thscode,open,high,low,close,volume,amount,turnoverRatio,totalCapital,pe,pb
991,2021-07-12,603368.SH,56.1252,56.6334,55.7582,56.4075,1810636.0,36095115.0,0.503,7241432219.1,10.9913,1.4317
992,2021-07-09,603368.SH,55.5041,55.984,55.3347,55.9558,1829231.0,36022689.0,0.5082,7183442771.9,10.9033,1.4202
993,2021-07-08,603368.SH,56.464,56.5205,55.3347,55.617,2445000.0,48279561.0,0.6793,7139950686.5,10.8372,1.4117
994,2021-07-07,603368.SH,56.9722,57.2827,56.1534,56.2381,2196226.0,43991867.0,0.6102,7219686176.4,10.9583,1.4274
995,2021-07-06,603368.SH,56.5487,56.9722,55.984,56.9722,2468360.0,49263185.0,0.6858,7313919028.1,11.1013,1.446
996,2021-07-05,603368.SH,56.5205,57.0851,56.0687,56.6898,2520115.0,50522501.0,0.7002,7277675623.6,11.0463,1.4389
997,2021-07-02,603368.SH,56.2381,56.9439,55.5888,56.7745,3863674.0,77093491.0,1.0734,7288548644.95,11.0628,1.441
998,2021-07-01,603368.SH,55.73,56.9722,55.4759,56.1252,4991898.0,99657253.0,1.3869,7205188814.6,10.9363,1.4245
999,2021-06-30,603368.SH,54.3466,55.8994,54.2901,55.73,3640533.0,71347518.0,1.0115,7154564119.5,10.8594,1.4145
1000,2021-06-29,603368.SH,54.883,55.1089,54.2619,54.3748,1692769.0,32645155.0,0.4703,6980590586.52,8.4002,1.3545
1001,2021-06-28,603368.SH,55.0524,55.3065,54.6289,54.883,1621115.0,31503227.0,0.4504,7045829750.88,8.4787,1.3671
1002,2021-06-25,603368.SH,54.4878,55.1653,54.4313,55.0524,1473092.0,28609198.0,0.4093,7067576139.0,8.5049,1.3714
1003,2021-06-24,603368.SH,55.4759,55.5606,54.4878,54.7136,1820017.0,35362021.0,0.5057,7024083362.76,8.4526,1.3629
1004,2021-06-23,603368.SH,55.73,55.8147,55.0524,55.3347,1719747.0,33701985.0,0.4778,7103820119.2,8.5485,1.3784
1005,2021-06-22,603368.SH,54.516,55.73,54.516,55.73,2483046.0,48530974.0,0.6899,7154561691.48,8.6096,1.3882
1006,2021-06-21,603368.SH,54.2337,54.883,54.0925,54.516,1653266.0,31985409.0,0.4593,6998712576.62,8.422,1.358
1007,2021-06-18,603368.SH,54.516,54.6854,54.1207,54.2901,1256229.0,24137824.0,0.349,6969717392.46,8.3871,1.3524
1008,2021-06-17,603368.SH,54.2054,54.7418,54.036,54.4595,1184997.0,22832940.0,0.3292,6991502360.58,8.4134,1.3566
1009,2021-06-16,603368.SH,53.8949,54.7418,53.8949,54.2054,1683055.0,32362603.0,0.4676,6958882598.4,8.3741,1.3503
1010,2021-06-15,603368.SH,55.3912,55.3912,53.8666,54.0643,3266577.0,62886815.0,0.9075,6940760508.3,8.3523,1.3468
1011,2021-06-11,603368.SH,56.4358,56.4922,55.3065,55.4476,2918545.0,57669673.0,0.8109,7118356991.28,8.566,1.3812
1012,2021-06-10,603368.SH,56.4922,56.9157,56.1252,56.4075,2454582.0,49155302.0,0.682,7241587203.96,8.7143,1.4051
1013,2021-06-09,603368.SH,56.7436,56.9629,56.4969,56.6339,2190205.0,45295823.0,0.6085,7488047629.32,9.0109,1.453
1014,2021-06-08,603368.SH,57.3193,57.4015,56.6065,57.0451,2489367.0,51755856.0,0.6916,7542413899.62,9.0763,1.4635
1015,2021-06-07,603368.SH,57.1,57.2918,56.7984,57.2644,1666867.0,34696082.0,0.4631,7571409243.78,9.1112,1.4691
1016,2021-06-04,603368.SH,57.3467,57.6482,56.7984,57.1,2956642.0,61690723.0,0.8214,7549662735.66,9.085,1.4649
1017,2021-06-03,603368.SH,56.8532,57.8127,56.5517,57.3193,3733314.0,77891226.0,1.0372,7578658079.82,9.1199,1.4705
1018,2021-06-02,603368.SH,57.0451,57.1274,56.2228,56.5243,2403293.0,49594943.0,0.6677,7473549957.24,8.9934,1.4501
1019,2021-06-01,603368.SH,56.6339,57.1,56.6339,57.0177,2312710.0,47983418.0,0.6425,7538789481.6,9.0719,1.4628
1020,2021-05-31,603368.SH,56.4695,57.0725,56.4695,56.7436,2720742.0,56272336.0,0.7559,7502545301.4,9.0283,1.4558
1021,2021-05-28,603368.SH,57.0725,57.4563,56.2228,56.4695,2991945.0,61784281.0,0.8312,7466301121.2,8.9847,1.4487
1022,2021-05-27,603368.SH,56.9081,57.237,56.8258,56.9081,2275739.0,47339153.0,0.6323,7524291809.52,9.0545,1.46
1023,2021-05-26,603368.SH,56.3872,57.3741,56.2228,56.8807,3289719.0,68224492.0,0.914,7520667391.5,9.0501,1.4593
1024,2021-05-25,603368.SH,56.0309,56.5517,55.7842,56.4421,3148860.0,64692461.0,0.8748,7462676703.18,8.9804,1.448
1025,2021-05-24,603368.SH,55.51,56.0857,55.3182,56.0035,2161562.0,43925316.0,0.6005,7404686014.86,8.9106,1.4368
1026,2021-05-21,603368.SH,56.2502,56.3872,55.1537,55.373,4726315.0,95849305.0,1.3131,7321324400.4,8.8103,1.4206
1027,2021-05-20,603368.SH,56.9903,57.0177,56.0035,56.0583,6258232.0,128751112.0,1.7387,7411934850.9,8.9193,1.4382
1028,2021-05-19,603368.SH,57.0177,57.8127,56.6888,56.9629,4492661.0,93622231.0,1.2482,7531540645.56,9.0632,1.4614
1029,2021-05-18,603368.SH,57.6482,57.6482,56.6339,57.3741,5695892.0,118362893.0,1.5825,7585906915.86,9.1286,1.4719
1030,2021-05-17,603368.SH,57.9223,58.3883,57.2644,57.566,4104335.0,86643864.0,1.1403,7611277842.0,9.1592,1.4769
1031,2021-05-14,603368.SH,56.7436,57.8401,56.5517,57.6208,5278359.0,110513838.0,1.4665,7618526678.04,9.1679,1.4783
1032,2021-05-13,603368.SH,57.2644,57.9223,56.1679,56.5243,6237589.0,129597818.0,1.733,7473549957.24,8.9934,1.4501
1033,2021-05-12,603368.SH,56.8532,57.5111,56.1405,57.4015,4300482.0,89400329.0,1.1948,7589531333.88,9.133,1.4726
1034,2021-05-11,603368.SH,58.169,58.169,56.4146,56.6888,6584778.0,136949618.0,1.8294,7495296465.36,9.0196,1.4544
1035,2021-05-10,603368.SH,59.4848,59.5945,58.0046,58.3335,3219734.0,68870305.0,0.8945,7712761546.56,9.2813,1.4966
1036,2021-05-07,603368.SH,61.1296,61.3763,59.4026,59.4574,3536444.0,77344825.0,0.9825,7861362685.38,9.4601,1.5254
1037,2021-05-06,603368.SH,62.1164,62.3631,61.0199,61.0199,2401048.0,53758871.0,0.6671,8067954512.52,9.7087,1.5655
1038,2021-04-30,603368.SH,61.4037,62.1164,60.9651,62.0616,2623677.0,58992375.0,0.7289,8205682397.28,9.8745,1.5922
1039,2021-04-29,603368.SH,62.2261,62.9936,60.7184,61.6778,4243208.0,95398657.0,1.1789,8154940545.0,9.8134,1.5824
1040,2021-04-28,603368.SH,63.0484,63.487,61.8149,62.3631,2954568.0,67134455.0,0.8209,8245550995.5,9.9224,1.5999
1041,2021-04-27,603368.SH,62.2261,63.487,61.6778,63.1581,2628929.0,59975077.0,0.7304,8350659118.08,10.0489,1.6203
1042,2021-04-26,603368.SH,63.816,64.6109,62.5276,62.6373,3516645.0,81616992.0,0.977,8281795175.7,9.9661,1.607
1043,2021-04-23,603368.SH,64.8851,65.1866,63.5967,64.1449,4184288.0,98039569.0,1.1625,8481138166.8,10.2059,1.6457
1044,2021-04-22,603368.SH,63.0759,65.4059,62.7195,64.9947,5798692.0,136385991.0,1.611,8593495125.42,10.3411,1.6675
1045,2021-04-21,603368.SH,62.1987,63.6789,61.8971,63.3226,3204837.0,73741123.0,0.8904,8372405626.2,10.0751,1.6246
1046,2021-04-20,603368.SH,62.8566,63.2129,61.8149,62.1712,2298159.0,52154776.0,0.6385,8220180069.36,9.8919,1.595
1047,2021-04-19,603368.SH,61.7326,63.1307,61.7326,63.021,2535588.0,57905284.0,0.7045,8332537027.98,10.0271,1.6168
1048,2021-04-16,603368.SH,61.8697,62.7743,61.6778,62.418,1921593.0,43633623.0,0.5339,8252799831.54,9.9312,1.6013
1049,2021-04-15,603368.SH,63.021,63.1307,61.6778,62.1712,1576889.0,35751345.0,0.4381,8220180069.36,9.8919,1.595
1050,2021-04-14,603368.SH,62.5002,63.1855,61.623,63.021,2049340.0,46694564.0,0.5694,8332537027.98,10.0271,1.6168
1051,2021-04-13,603368.SH,63.487,63.816,61.9245,62.3083,2920798.0,66637200.0,0.8115,8238302159.46,9.9137,1.5985
1052,2021-04-12,603368.SH,63.7886,64.4465,62.9662,63.8708,2901023.0,67244244.0,0.806,8444893986.6,10.1623,1.6386
1053,2021-04-09,603368.SH,62.9114,64.4191,62.555,64.0079,4490210.0,104859080.0,1.2475,8463016076.7,10.1841,1.6421
1054,2021-04-08,603368.SH,61.8423,63.816,61.6778,62.9662,4586045.0,105404924.0,1.2741,8325288191.94,10.0184,1.6154
1055,2021-04-07,603368.SH,61.5408,62.418,61.0199,61.9794,2532679.0,57122165.0,0.7037,8194809143.22,9.8614,1.5901
1056,2021-04-06,603368.SH,60.8555,62.6647,60.7184,61.7052,3490182.0,78626860.0,0.9697,8158564963.02,9.8178,1.5831
1057,2021-04-02,603368.SH,62.2261,62.2261,60.6636,60.8555,2779217.0,61911098.0,0.7721,8046208004.4,9.6826,1.5613
1058,2021-04-01,603368.SH,62.0068,62.6647,61.4585,61.9519,2695925.0,61098848.0,0.749,8191184725.2,9.857,1.5894
1059,2021-03-31,603368.SH,61.2118,62.9936,61.1296,62.1164,4331208.0,98045359.0,1.2033,8212931233.32,9.8832,1.5936
1060,2021-03-30,603368.SH,59.7864,61.8697,59.4848,61.6778,6212310.0,137391339.0,1.726,8154933277.5,11.4582,1.6489
1061,2021-03-29,603368.SH,58.3335,59.2381,58.2239,59.1559,1200698.0,25780493.0,0.3336,7821487116.82,10.9897,1.5815
1062,2021-03-26,603368.SH,58.3609,58.9092,58.3335,58.4706,1315106.0,28077300.0,0.3654,7730876747.07,10.8623,1.5631
1063,2021-03-25,603368.SH,58.4432,58.5802,58.1416,58.3883,889776.0,18949592.0,0.2472,7720003502.7,10.8471,1.5609
1064,2021-03-24,603368.SH,59.0736,59.0736,58.169,58.5254,1456768.0,31091537.0,0.4047,7738125576.65,10.8725,1.5646
1065,2021-03-23,603368.SH,59.2655,59.3752,58.6076,59.0736,1425520.0,30623137.0,0.3961,7810613872.45,10.9744,1.5793
1066,2021-03-22,603368.SH,58.7995,59.2929,58.6899,59.1559,1027774.0,22120652.0,0.2855,7821487116.82,10.9897,1.5815
1067,2021-03-19,603368.SH,59.2929,59.4026,58.6076,58.6076,1451891.0,31212579.0,0.4034,7748998821.02,10.8878,1.5668
1068,2021-03-18,603368.SH,59.5945,60.0331,59.2929,59.4026,1199294.0,26047400.0,0.3332,7858924524.33,11.0423,1.589
1069,2021-03-17,603368.SH,60.0605,60.3072,59.5671,59.6219,1329212.0,29024728.0,0.3693,7887937628.25,11.083,1.5949
1070,2021-03-16,603368.SH,60.1427,60.3894,59.43,60.1701,1417679.0,31052367.0,0.3939,7960470388.05,11.1849,1.6096
1071,2021-03-15,603368.SH,59.4574,60.4717,59.3478,60.1427,1942057.0,42464638.0,0.5396,7956843750.06,11.1798,1.6088
1072,2021-03-12,603368.SH,59.4848,59.759,58.7995,59.6493,1899168.0,41052976.0,0.5276,7891564266.24,11.0881,1.5956
1073,2021-03-11,603368.SH,59.6219,59.759,58.8818,59.5671,2298646.0,49739912.0,0.6386,7880684352.27,11.0728,1.5934
1074,2021-03-10,603368.SH,59.0736,59.3752,58.3609,59.1011,1280921.0,27504238.0,0.3559,7819031506.44,10.9862,1.581
1075,2021-03-09,603368.SH,58.5528,59.6767,57.6482,58.8269,2243435.0,48005365.0,0.6233,7782765126.54,10.9352,1.5736
1076,2021-03-08,603368.SH,58.7995,59.5397,58.5528,58.5528,1737163.0,37426845.0,0.4826,7746498746.64,10.8843,1.5663
1077,2021-03-05,603368.SH,58.3061,58.9092,58.3061,58.6625,1206568.0,25844175.0,0.3352,7761005298.6,10.9047,1.5692
1078,2021-03-04,603368.SH,59.2655,59.4026,58.1142,58.5528,1485215.0,31834571.0,0.4126,7746498746.64,10.8843,1.5663
1079,2021-03-03,603368.SH,58.3609,59.7041,58.0594,59.5397,2283269.0,49053933.0,0.6344,7877057714.28,11.0677,1.5927
1080,2021-03-02,603368.SH,58.9092,58.9914,57.6208,58.5254,1794212.0,38076179.0,0.4985,7742872108.65,10.8792,1.5656
1081,2021-03-01,603368.SH,57.6482,58.8543,57.3467,58.7721,1827159.0,38711425.0,0.5076,7775511850.56,10.9251,1.5722
1082,2021-02-26,603368.SH,56.6339,58.032,56.3324,57.5386,2127843.0,44501218.0,0.5912,7612313141.01,10.6958,1.5392
1083,2021-02-25,603368.SH,58.1965,58.8269,57.2918,57.3741,3297693.0,69574917.0,0.9162,7590553313.07,10.6652,1.5348
1084,2021-02-24,603368.SH,58.7173,59.1833,58.0594,59.0188,1925437.0,41162288.0,0.5349,7808151592.47,10.9709,1.5788
1085,2021-02-23,603368.SH,59.4848,59.4848,58.4706,58.9092,2218222.0,47744013.0,0.6163,7793645040.51,10.9505,1.5758
1086,2021-02-22,603368.SH,59.6493,60.5813,59.0736,59.5122,3269132.0,71353154.0,0.9083,7873431076.29,11.0626,1.592
1087,2021-02-19,603368.SH,57.9223,59.7315,57.9223,59.6219,3031807.0,65315167.0,0.8423,7887937628.25,11.083,1.5949
1088,2021-02-18,603368.SH,57.9497,58.5254,57.566,57.8401,1847757.0,39037472.0,0.5134,7652206158.9,10.7518,1.5472
1089,2021-02-10,603368.SH,57.1822,58.0594,57.1,57.5386,1483805.0,31164382.0,0.4122,7612313141.01,10.6958,1.5392
1090,2021-02-09,603368.SH,55.7842,58.4158,55.7019,57.6756,2909966.0,61217240.0,0.8085,7630446330.96,10.7212,1.5428
1091,2021-02-08,603368.SH,55.3182,56.2502,55.2907,56.0857,1311785.0,26713680.0,0.3645,7420101327.54,10.4257,1.5003
1092,2021-02-05,603368.SH,55.7293,56.0309,54.8796,55.6197,1221837.0,24723408.0,0.3395,7358448481.71,10.3391,1.4878
1093,2021-02-04,603368.SH,55.4004,56.1405,54.3039,55.7019,2538582.0,50911191.0,0.7053,7369328395.68,10.3543,1.49
1094,2021-02-03,603368.SH,56.3324,56.3598,55.4004,55.6471,1559814.0,31754455.0,0.4334,7362075119.7,10.3442,1.4886
1095,2021-02-02,603368.SH,56.2228,56.771,55.7293,56.3324,1759743.0,36190658.0,0.4889,7452741069.45,10.4715,1.5069
1096,2021-02-01,603368.SH,55.4004,56.3598,55.0989,56.2228,1758180.0,35775219.0,0.4885,7438234517.49,10.4512,1.504
1097,2021-01-29,603368.SH,56.6888,56.9081,55.4278,55.5649,1763119.0,36020863.0,0.4898,7351195205.73,10.3289,1.4864
1098,2021-01-28,603368.SH,56.4695,57.1822,56.0583,56.3598,1463509.0,30182919.0,0.4066,7456367707.44,10.4766,1.5076
1099,2021-01-27,603368.SH,57.3741,57.8127,56.6339,56.7984,1856822.0,38673861.0,0.5159,7514393915.28,10.5582,1.5194
1100,2021-01-26,603368.SH,59.3752,59.4848,57.3467,57.3741,2831640.0,60054693.0,0.7867,7590553313.07,10.6652,1.5348
1101,2021-01-25,603368.SH,60.3894,60.9103,59.0736,59.759,3007655.0,65582312.0,0.8356,7906070818.2,11.1085,1.5986
1102,2021-01-22,603368.SH,60.1976,60.7732,59.3478,60.362,3486638.0,76460508.0,0.9687,7985856853.98,11.2206,1.6147
1103,2021-01-21,603368.SH,58.7173,60.5539,58.6625,60.1976,4175099.0,91155227.0,1.16,7964097026.04,11.19,1.6103
1104,2021-01-20,603368.SH,57.566,58.8269,57.3741,58.7721,2887765.0,61356548.0,0.8023,7775511850.56,10.9251,1.5722
1105,2021-01-19,603368.SH,57.4015,57.9497,56.7984,57.5386,1709159.0,35761476.0,0.4749,7612313141.01,10.6958,1.5392
1106,2021-01-18,603368.SH,58.0868,58.2787,57.3193,57.3467,2783049.0,58541193.0,0.7732,7586926675.08,10.6601,1.534
1107,2021-01-15,603368.SH,57.8675,58.0868,57.1548,58.0594,1631607.0,34391033.0,0.4533,7681219262.82,10.7926,1.5531
1108,2021-01-14,603368.SH,57.7853,57.8401,57.0451,57.703,1848017.0,38707276.0,0.5134,7634072968.95,10.7263,1.5436
1109,2021-01-13,603368.SH,58.3061,58.4706,57.0177,57.6208,3111962.0,65380957.0,0.8646,7623193054.98,10.711,1.5414
1110,2021-01-12,603368.SH,55.1811,59.43,54.8796,57.703,5478727.0,115507429.0,1.5222,7634072968.95,10.7263,1.5436
1111,2021-01-11,603368.SH,57.237,57.237,54.9618,55.2633,3249766.0,66436317.0,0.9029,7311302187.84,10.2728,1.4783
1112,2021-01-08,603368.SH,56.7436,57.8949,56.6339,57.237,2542870.0,53110681.0,0.7065,7572420123.12,10.6397,1.5311
1113,2021-01-07,603368.SH,59.3478,59.3478,56.4695,56.8532,3885941.0,81873697.0,1.0796,7521647191.26,10.5684,1.5208
1114,2021-01-06,603368.SH,59.0188,59.759,57.566,59.2655,2975230.0,64197523.0,0.8266,7840791334.38,11.0168,1.5854
1115,2021-01-05,603368.SH,58.9366,59.1833,58.5254,59.0462,2387667.0,51319251.0,0.6634,7811778230.46,10.976,1.5795
1116,2021-01-04,603368.SH,58.9914,59.2929,58.3883,59.2655,2682370.0,57408760.0,0.7452,7840791334.38,11.0168,1.5854
1117,2023-04-21,601688.SH,18.2953,18.2953,17.6732,17.6859,79584287.0,1125025717.0,1.0884,117747881543.79,11.4382,0.8666
1118,2023-04-20,601688.SH,18.0541,18.3334,17.9145,18.2953,70178490.0,1002582818.0,0.9598,121600847298.77,11.8323,0.8964
1119,2023-04-19,601688.SH,18.2446,18.2573,17.9779,18.016,56927492.0,811454548.0,0.7785,119715049401.15,11.6517,0.8828
1120,2023-04-18,601688.SH,18.2826,18.5112,18.0922,18.2953,96568162.0,1390329532.0,1.3207,121409343890.97,11.8323,0.8964
1121,2023-04-17,601688.SH,17.4828,18.5112,17.4447,18.4985,173963334.0,2493191813.0,2.3791,122405594322.81,11.9637,0.9064
1122,2023-04-14,601688.SH,17.4955,17.6097,17.3685,17.4701,44732647.0,615482756.0,0.6118,115709449449.16,11.2986,0.856
1123,2023-04-13,601688.SH,17.597,17.7494,17.3558,17.4193,72772398.0,1004472370.0,0.9952,115114267221.86,11.2658,0.8535
1124,2023-04-12,601688.SH,17.4574,17.8256,17.4193,17.6605,73328795.0,1020137968.0,1.0028,116638954933.17,11.4218,0.8653
1125,2023-04-11,601688.SH,17.6224,18.0033,17.4955,17.6097,96729936.0,1349039299.0,1.3229,116305800134.59,11.3889,0.8628
1126,2023-04-10,601688.SH,17.7494,17.9018,17.4574,17.4574,94765928.0,1320695654.0,1.296,115141973827.57,11.2904,0.8554
1127,2023-04-07,601688.SH,17.5082,17.6859,17.3685,17.6097,82086801.0,1134288712.0,1.1226,116039770767.52,11.3889,0.8628
1128,2023-04-06,601688.SH,17.4193,17.6478,17.2542,17.5209,107027716.0,1476047660.0,1.4637,115506447308.71,11.3315,0.8585
1129,2023-04-04,601688.SH,16.6956,17.6986,16.6448,17.4193,213702109.0,2919874960.0,2.9226,114956039553.19,11.2658,0.8535
1130,2023-04-03,601688.SH,16.2005,16.7337,16.1497,16.6956,113545104.0,1479670351.0,1.5528,110615969651.03,10.7977,0.8181
1131,2023-03-31,601688.SH,15.9846,16.2893,15.9465,16.2131,61004513.0,776997254.0,0.8343,107441740456.39,10.4857,0.7944
1132,2023-03-30,601688.SH,15.8196,15.9465,15.6926,15.8704,25143611.0,313182854.0,0.3439,105262644788.78,10.264,0.7776
1133,2023-03-29,601688.SH,15.9592,15.9846,15.7688,15.8196,20507379.0,256030285.0,0.2805,104976064438.61,10.2312,0.7751
1134,2023-03-28,601688.SH,16.0608,16.0735,15.8957,15.9338,24235700.0,304307195.0,0.3314,105633594430.7,10.3051,0.7807
1135,2023-03-27,601688.SH,16.01,16.0735,15.8069,15.9973,35235194.0,442731486.0,0.4819,105995343052.52,10.3461,0.7838
1136,2023-03-24,601688.SH,15.9846,16.0481,15.883,16.0227,32423586.0,408131525.0,0.4434,106181492302.6,10.3625,0.7851
1137,2023-03-23,601688.SH,15.7434,15.9846,15.7053,15.9719,33216083.0,415512889.0,0.4543,106015899934.53,10.3297,0.7826
1138,2023-03-22,601688.SH,15.7815,15.845,15.6926,15.7688,30187086.0,374882928.0,0.4128,104599246911.19,10.1983,0.7726
1139,2023-03-21,601688.SH,15.7815,15.8069,15.6545,15.718,27880959.0,345051915.0,0.3813,104163134684.93,10.1655,0.7702
1140,2023-03-20,601688.SH,15.8196,15.9465,15.6545,15.6799,31060571.0,386542851.0,0.4248,103942985384.86,10.1408,0.7683
1141,2023-03-17,601688.SH,15.6926,15.9338,15.6418,15.7942,43468787.0,541201102.0,0.5945,104732265788.33,10.2147,0.7739
1142,2023-03-16,601688.SH,15.5402,15.6418,15.4768,15.5529,27288443.0,334848499.0,0.3732,103067482386.47,10.0587,0.7621
1143,2023-03-15,601688.SH,15.6545,15.7053,15.6037,15.6418,23992318.0,295779599.0,0.3281,103613854433.42,10.1162,0.7664
1144,2023-03-14,601688.SH,15.7434,15.7561,15.4514,15.5402,43459484.0,532974073.0,0.5943,102821394388.08,10.0505,0.7614
1145,2023-03-13,601688.SH,15.7561,15.8704,15.6672,15.8196,29432345.0,365334809.0,0.4025,104851780186.42,10.2312,0.7751
1146,2023-03-10,601688.SH,15.9592,15.9973,15.7561,15.7561,38403348.0,479471524.0,0.5252,104260708120.41,10.1901,0.772
1147,2023-03-09,601688.SH,16.1243,16.1624,16.0227,16.0354,23239443.0,294274477.0,0.3178,106155960081.66,10.3707,0.7857
1148,2023-03-08,601688.SH,16.0862,16.137,16.0354,16.137,24114349.0,305483225.0,0.3298,107052285898.41,10.4364,0.7907
1149,2023-03-07,601688.SH,16.3147,16.4798,16.0735,16.0989,45345877.0,581872040.0,0.6201,107017608218.65,10.4118,0.7888
1150,2023-03-06,601688.SH,16.4925,16.5179,16.302,16.3401,36589364.0,471466105.0,0.5004,108509929566.0,10.5678,0.8006
1151,2023-03-03,601688.SH,16.4417,16.4925,16.302,16.4671,41169297.0,532117131.0,0.563,109249008583.5,10.6499,0.8069
1152,2023-03-02,601688.SH,16.2258,16.4417,16.2258,16.3782,50324665.0,648398697.0,0.6882,108582513578.23,10.5924,0.8025
1153,2023-03-01,601688.SH,15.9592,16.3401,15.9084,16.2385,51877391.0,661278879.0,0.7095,107814989606.84,10.5021,0.7957
1154,2023-02-28,601688.SH,15.8704,15.9973,15.8069,15.9973,26654944.0,333836285.0,0.3645,106141800931.13,10.3461,0.7838
1155,2023-02-27,601688.SH,15.845,15.9465,15.7942,15.845,22943673.0,286777489.0,0.3138,105448408664.91,10.2476,0.7764
1156,2023-02-24,601688.SH,16.1878,16.2131,15.8957,15.9465,40908438.0,515639240.0,0.5595,106142714468.11,10.3133,0.7814
1157,2023-02-23,601688.SH,16.1497,16.3655,16.1243,16.1878,37473836.0,479379905.0,0.5125,107743893695.52,10.4693,0.7932
1158,2023-02-22,601688.SH,16.1751,16.2766,16.0862,16.137,30579721.0,389727901.0,0.4182,107412082159.23,10.4364,0.7907
1159,2023-02-21,601688.SH,16.2258,16.302,16.1116,16.2639,45910490.0,586267819.0,0.6279,108234534376.5,10.5185,0.7969
1160,2023-02-20,601688.SH,15.845,16.2512,15.8069,16.2258,63565930.0,803939376.0,0.8693,108071144354.79,10.4939,0.795
1161,2023-02-17,601688.SH,15.8323,15.9338,15.6672,15.6926,37622378.0,468555745.0,0.5145,104670858454.57,10.149,0.7689
1162,2023-02-16,601688.SH,15.9973,16.2385,15.718,15.8323,62563147.0,791986501.0,0.8556,105470105866.84,10.2394,0.7758
1163,2023-02-15,601688.SH,16.0862,16.1116,15.9719,15.9846,27866959.0,351423320.0,0.3811,106243426193.38,10.3379,0.7832
1164,2023-02-14,601688.SH,16.137,16.1751,16.0227,16.0862,31091869.0,393993205.0,0.4252,107009462959.48,10.4036,0.7882
1165,2023-02-13,601688.SH,16.01,16.1751,15.9973,16.0989,38758599.0,490848901.0,0.5301,107041434879.4,10.4118,0.7888
1166,2023-02-10,601688.SH,16.0735,16.1116,16.01,16.0735,23988336.0,303500612.0,0.3281,106840415368.48,10.3954,0.7876
1167,2023-02-09,601688.SH,15.9846,16.1624,15.9592,16.137,35370471.0,448161342.0,0.4837,107481973399.45,10.4364,0.7907
1168,2023-02-08,601688.SH,16.137,16.1497,15.9973,15.9973,29459346.0,372736496.0,0.4029,106523651860.41,10.3461,0.7838
1169,2023-02-07,601688.SH,16.2131,16.2893,16.0608,16.1243,42113074.0,534786314.0,0.5759,107438486280.14,10.4282,0.7901
1170,2023-02-06,601688.SH,16.2639,16.3147,16.0862,16.1116,49453811.0,630542699.0,0.6763,107227850848.43,10.42,0.7894
1171,2023-02-03,601688.SH,16.4671,16.5433,16.2385,16.3782,52841323.0,680901305.0,0.7227,109002335304.21,10.5924,0.8025
1172,2023-02-02,601688.SH,17.0384,17.1019,16.5179,16.5433,89534835.0,1174424860.0,1.2245,110280533407.23,10.6992,0.8106
1173,2023-02-01,601688.SH,16.5306,16.848,16.4671,16.7845,58037390.0,760350944.0,0.7937,112377297001.35,10.8552,0.8224
1174,2023-01-31,601688.SH,16.5559,16.6702,16.4036,16.4671,45838721.0,595954923.0,0.6269,110451674257.39,10.6499,0.8069
1175,2023-01-30,601688.SH,16.8734,17.0257,16.5179,16.5433,74600059.0,978966997.0,1.0202,110970060507.56,10.6992,0.8106
1176,2023-01-20,601688.SH,16.5813,16.721,16.3528,16.6702,63539184.0,830222997.0,0.869,111750839103.74,10.7813,0.8168
1177,2023-01-19,601688.SH,16.2639,16.5686,16.2258,16.5686,69992780.0,903233653.0,0.9572,110929871092.46,10.7156,0.8118
1178,2023-01-18,601688.SH,16.302,16.4925,16.2893,16.3274,53707540.0,692313039.0,0.7345,109418971674.64,10.5596,0.8
1179,2023-01-17,601688.SH,16.0608,16.4544,15.9719,16.4163,87654000.0,1121780538.0,1.1988,109840926243.36,10.6171,0.8044
1180,2023-01-16,601688.SH,15.5402,16.4163,15.4768,16.1243,148911140.0,1884031061.0,2.0365,108322885945.89,10.4282,0.7901
1181,2023-01-13,601688.SH,15.3244,15.5276,15.2609,15.4895,56629335.0,684598872.0,0.7745,103763105181.96,10.0177,0.759
1182,2023-01-12,601688.SH,15.299,15.3371,15.1721,15.299,29655601.0,356372524.0,0.4056,102542273714.18,9.8945,0.7496
1183,2023-01-11,601688.SH,15.3879,15.426,15.2482,15.2609,35386217.0,427521125.0,0.4839,102384119046.08,9.8699,0.7478
1184,2023-01-10,601688.SH,15.4133,15.6037,15.3371,15.3752,53364314.0,649610985.0,0.7298,103183226030.38,9.9438,0.7534
1185,2023-01-09,601688.SH,15.299,15.5149,15.2482,15.4006,61129600.0,741416434.0,0.836,103528199457.96,9.9602,0.7546
1186,2023-01-06,601688.SH,15.299,15.3879,15.1848,15.2355,52659306.0,633815699.0,0.7202,102225330298.96,9.8534,0.7465
1187,2023-01-05,601688.SH,15.1848,15.4387,15.1594,15.3117,79948237.0,963070160.0,1.0934,102816080464.64,9.9027,0.7502
1188,2023-01-04,601688.SH,14.9943,15.1721,14.9562,15.1086,84644808.0,1006254814.0,1.1576,101594948258.84,9.7713,0.7403
1189,2023-01-03,601688.SH,15.1086,15.2101,14.7785,15.0959,180829028.0,2134623855.0,2.473,100778525083.3,9.7631,0.7397
1190,2022-12-30,601688.SH,16.1624,16.2512,16.1116,16.1751,21179619.0,269861233.0,0.2897,107435019616.52,11.0875,0.8096
1191,2022-12-29,601688.SH,16.0608,16.1243,15.9846,16.0862,23849765.0,301620089.0,0.3262,106865437186.7,11.0266,0.8051
